Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Accord.NET-3.8.0\Accord.Statistics\Accord.Statistics (NETStandard).csproj,File,Accord.NET-3.8.0\Accord.Statistics\Models\Markov\HiddenMarkovClassifier.cs,399,12,T:System.Runtime.Serialization.Formatters.Binary.BinaryFormatter,,,,,BinaryFormatter b = new BinaryFormatter();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Accord.NET-3.8.0\Accord.Statistics\Accord.Statistics (NETStandard).csproj,File,Accord.NET-3.8.0\Accord.Statistics\Models\Markov\HiddenMarkovClassifier.cs,369,12,T:System.Runtime.Serialization.Formatters.Binary.BinaryFormatter,,,,,BinaryFormatter b = new BinaryFormatter();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Accord.NET-3.8.0\Accord.Statistics\Accord.Statistics (NETStandard).csproj,File,Accord.NET-3.8.0\Accord.Statistics\Models\Markov\HiddenMarkovClassifier`1.cs,336,12,T:System.Runtime.Serialization.Formatters.Binary.BinaryFormatter,,,,,BinaryFormatter b = new BinaryFormatter();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Accord.NET-3.8.0\Accord.Statistics\Accord.Statistics (NETStandard).csproj,File,Accord.NET-3.8.0\Accord.Statistics\Models\Markov\HiddenMarkovClassifier`1.cs,306,12,T:System.Runtime.Serialization.Formatters.Binary.BinaryFormatter,,,,,BinaryFormatter b = new BinaryFormatter();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Accord.NET-3.8.0\Accord.Statistics\Accord.Statistics (NETStandard).csproj,File,Accord.NET-3.8.0\Accord.Statistics\Models\Markov\HiddenMarkovModel.cs,1004,12,T:System.Runtime.Serialization.Formatters.Binary.BinaryFormatter,,,,,BinaryFormatter b = new BinaryFormatter();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Accord.NET-3.8.0\Accord.Statistics\Accord.Statistics (NETStandard).csproj,File,Accord.NET-3.8.0\Accord.Statistics\Models\Markov\HiddenMarkovModel.cs,974,12,T:System.Runtime.Serialization.Formatters.Binary.BinaryFormatter,,,,,BinaryFormatter b = new BinaryFormatter();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Accord.NET-3.8.0\Accord.Statistics\Accord.Statistics (NETStandard).csproj,File,Accord.NET-3.8.0\Accord.Statistics\Models\Markov\HiddenMarkovModel`1.cs,1085,12,T:System.Runtime.Serialization.Formatters.Binary.BinaryFormatter,,,,,BinaryFormatter b = new BinaryFormatter();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Accord.NET-3.8.0\Accord.Statistics\Accord.Statistics (NETStandard).csproj,File,Accord.NET-3.8.0\Accord.Statistics\Models\Markov\HiddenMarkovModel`1.cs,1057,12,T:System.Runtime.Serialization.Formatters.Binary.BinaryFormatter,,,,,BinaryFormatter b = new BinaryFormatter();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Accord.NET-3.8.0\Accord.Statistics\Accord.Statistics (NETStandard).csproj,File,Accord.NET-3.8.0\Accord.Statistics\Analysis\Performance\ReceiverOperatingCharacteristic.cs,726,12,T:System.Runtime.Serialization.Formatters.Binary.BinaryFormatter,,,,,BinaryFormatter b = new BinaryFormatter();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Accord.NET-3.8.0\Accord.Statistics\Accord.Statistics (NETStandard).csproj,File,Accord.NET-3.8.0\Accord.Statistics\Analysis\Performance\ReceiverOperatingCharacteristic.cs,712,12,T:System.Runtime.Serialization.Formatters.Binary.BinaryFormatter,,,,,BinaryFormatter b = new BinaryFormatter();
